gene	TS001	TS002	TS003	TS004	TS005	TS006	TS007	TS008	TS009	TS010	TS011	TS012	TS003-2
ZSCAN32	153	280	244	274	160	237	198	236	142	278	242	194	319
ZSCAN31	274	587	284	324	99	179	104	153	88	180	89	76	329
ZSCAN30	140	338	317	338	283	314	256	326	193	365	263	267	360
C9orf37	227	368	196	222	124	268	209	182	123	237	177	159	248
CYP51A1	1033	1241	1454	1500	1507	1259	1772	1451	1194	3006	2449	2396	1543
TUT1	305	593	597	479	298	528	351	387	293	511	502	367	575
CDNF	113	277	131	106	26	99	43	48	22	30	66	40	164
ASRGL1	1942	3207	2102	1619	32	1231	23	26	17	24	15	39	2116
WDR61	386	501	451	391	150	390	184	195	125	257	209	210	458
WDR66	557	791	531	361	26	450	9	22	38	27	12	26	556
WDR67	95	130	115	122	10	112	9	8	9	4	11	6	150
WDR64	71	220	81	54	7	40	3	1	2	8	10	4	90
WDR65	297	650	437	358	3	382	2	5	2	9	5	4	490
SLC25A3	974	1099	1338	1424	1043	1601	1265	1257	941	1890	1714	1553	1397
SLC25A2	113	167	67	65	3	56	4	3	4	3	3	3	79
SLC25A1	479	545	478	503	211	517	221	213	265	357	360	296	427
TONSL	74	241	226	212	77	267	90	102	72	109	105	99	203
SLC25A6	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A5	565	587	711	793	746	877	868	917	686	1429	1270	1058	794
SLC25A4	547	559	1019	964	975	669	1259	1487	907	2047	1318	1235	1075
TTC23L	248	492	176	169	27	89	32	36	18	31	36	23	182
KIF5A	62	121	167	89	16	69	8	12	9	20	35	8	156
KIF5B	2031	2712	2404	1549	829	2256	920	969	630	1475	1285	960	2621
KIF5C	937	1397	2275	1850	2692	1311	3323	3055	1642	4969	3744	2768	2500
MASP1	7	29	14	23	21	42	41	42	19	16	26	26	22
MASP2	21	77	99	76	69	91	93	81	80	100	116	82	90
IFNGR1	251	315	425	603	541	819	629	670	456	942	751	637	515
IFNGR2	458	559	652	786	830	584	833	1007	719	1481	1002	1045	726
CMIP	192	478	347	555	297	593	356	437	548	550	360	297	361
IARS2	669	833	855	861	667	912	678	615	463	977	919	795	957
USP49	22	94	89	50	21	71	25	16	7	33	23	17	80
ECSCR	12	1	13	27	13	38	12	29	32	16	12	16	10
USP45	46	86	111	124	120	137	87	89	72	92	115	86	123
USP44	293	734	504	331	9	228	7	9	6	10	10	9	581
USP47	696	1093	1258	1087	796	1290	941	916	751	1502	1143	959	1430
PYCRL	112	169	178	150	66	193	83	75	70	148	105	98	165
USP40	465	870	1026	896	498	911	615	590	464	722	673	622	1080
USP43	66	135	108	97	56	153	83	71	74	79	123	50	135
USP42	484	1325	881	756	122	724	116	129	82	152	125	120	978
FAM203A	0	1	2	2	1	0	0	0	0	0	0	0	1
BLM	100	174	129	94	6	132	13	9	8	11	15	3	132
WNT11	13	19	10	22	6	23	3	5	23	13	38	9	8
TPRG1L	403	546	553	607	348	764	277	348	333	499	371	386	645
TEDDM1	3	14	11	6	0	6	1	1	0	0	0	1	16
VAT1L	42	85	88	67	6	76	7	14	8	8	0	3	80
PPP1R17	24	40	27	21	31	16	131	61	16	33	36	50	30
RPS7	252	260	179	207	123	233	124	128	105	160	160	180	156
RPS6	4249	4810	3369	3975	2367	4184	2048	2785	2503	3060	2959	3028	3513
RPS5	1545	1679	1472	1532	1136	1797	1324	1337	1399	2209	1844	1661	1515
RPS3	2018	1909	1924	2466	2213	2319	2596	2519	2487	3971	3495	2966	1938
RPS2	364	390	373	535	357	476	454	480	405	648	599	527	362
VDAC3	1050	1485	1050	946	343	1122	340	436	319	482	497	402	1159
VDAC2	193	284	237	249	104	258	143	137	111	224	148	153	231
VDAC1	244	358	526	647	680	616	922	844	604	1321	1044	883	572
RPS9	1258	1337	1135	1423	983	1615	1042	993	1215	1574	1593	1434	1115
RPS8	1065	1179	1085	1748	1605	1707	1302	1684	1632	2050	1976	2028	1198
KIAA1456	102	154	188	190	155	248	255	302	258	353	357	216	258
IGSF23	21	21	5	7	1	6	0	0	1	2	0	0	17
IGSF22	14	51	26	32	8	34	4	9	2	11	9	8	34
IGSF21	12	18	13	13	11	17	10	5	11	6	4	3	1
RPSA	714	685	517	614	334	637	242	279	353	429	503	484	507
TAPBP	195	289	489	767	902	722	803	946	786	1108	844	992	516
ADRB1	8	15	12	13	4	15	1	1	5	4	1	1	14
ADRB2	4	9	6	12	24	22	5	19	7	6	7	13	3
ADRB3	0	5	2	1	0	4	1	0	1	1	0	0	0
MCM3AP	437	1034	1207	896	482	1017	534	577	512	680	640	599	1081
RPL29	767	896	689	939	698	825	785	762	708	1063	1071	850	755
RPL28	1761	1707	1504	1484	1602	1786	1746	1866	1510	2299	2220	2029	1416
RPL24	582	535	426	536	335	543	330	411	376	536	442	494	463
RPL27	792	968	775	1136	942	1263	831	1033	864	1241	1226	1114	824
RPL26	973	930	857	1018	927	994	839	897	754	1116	1225	1062	744
RPL21	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL23	806	785	801	1265	1179	1093	1014	1231	1113	1550	1640	1443	762
RPL22	354	369	471	701	684	671	675	724	715	1011	820	874	498
ATG3	870	1092	618	508	119	600	146	188	121	265	196	151	625
ATG7	153	372	285	223	99	194	104	106	91	137	151	125	232
ATG5	204	344	290	330	222	377	238	262	179	339	297	260	360
ZUFSP	71	117	98	112	56	132	65	67	43	85	80	60	131
UGT1A10	0	0	1	1	0	0	0	0	0	0	0	0	1
ZNF729	4	13	41	8	3	21	2	1	0	3	7	2	49
SNRNP35	147	232	141	141	73	168	105	109	83	131	89	102	154
ACSL3	494	794	939	882	621	792	752	818	574	1271	1284	970	1024
ACSL1	474	915	540	665	157	520	127	170	167	193	264	209	612
ACSL6	544	1029	662	501	139	435	268	188	94	129	203	144	743
ACSL4	517	610	1615	1376	1850	1228	2347	2041	1068	3677	2631	1989	1761
SMPX	2	3	1	0	0	1	0	0	0	2	0	0	3
TRIM39	530	811	562	481	88	472	134	124	113	166	155	154	573
TRIM38	57	86	193	185	301	201	390	466	293	572	371	317	216
TRIM33	670	1344	1206	954	442	1076	599	635	395	650	593	450	1284
TRIM32	82	224	188	205	126	253	47	113	97	145	136	93	208
TRIM31	74	148	33	25	2	23	9	8	2	5	8	4	36
TRIM37	1395	2374	1770	1503	584	1389	796	702	474	1170	821	721	1937
TRIM36	2769	4391	2137	2059	5	986	9	11	7	6	30	7	2440
TRIM35	125	315	479	475	430	510	636	666	449	990	635	567	568
TRIM34	1	1	0	1	0	1	1	1	2	1	2	1	1
C14orf37	56	123	205	218	313	111	402	410	240	952	540	381	194
NEBL	149	261	110	112	36	94	26	72	47	36	24	28	133
ZNF585A	69	125	85	105	27	62	32	28	24	45	41	35	131
ZNF585B	98	190	221	224	167	246	157	206	139	196	169	209	272
INTS9	190	458	255	241	169	248	198	202	157	363	239	204	260
INTS8	267	538	555	379	99	544	51	75	61	91	101	69	610
FPGT-TNNI3K	0	0	0	1	0	2	0	1	0	0	2	0	1
DNAJC30	244	616	411	332	232	335	354	255	235	522	353	309	436
IFIT1B	0	0	1	1	1	0	0	0	0	0	0	0	1
IQCF6	93	112	55	35	0	9	1	0	0	0	0	0	40
IQCF5	363	546	177	167	2	69	0	0	0	0	3	0	185
IQCF2	354	373	142	119	1	64	1	2	0	1	0	1	154
IQCF3	359	508	204	165	0	78	1	1	1	1	5	1	224
IQCF1	425	675	282	248	2	93	1	0	0	0	1	1	260
P2RY10	0	1	0	2	1	0	0	0	1	0	1	0	0
NEURL2	7	20	26	28	11	24	9	19	15	25	19	22	17
NEURL4	346	828	812	676	464	787	448	509	437	560	607	486	784
FAM181A	417	680	330	251	1	300	3	2	3	1	3	0	319
PROX1	111	323	159	168	28	83	15	53	29	20	18	18	164
PROX2	7	26	13	32	19	31	11	8	7	21	10	9	22
ATCAY	9	13	15	7	0	11	1	1	1	0	3	0	7
DECR2	201	184	311	315	353	295	410	390	323	524	460	363	308
BRE	289	458	333	359	153	389	185	205	130	282	223	211	407
TFF1	0	0	0	0	0	0	0	0	0	0	0	0	2
TFF2	0	2	0	0	0	1	0	0	0	1	0	0	1
TFF3	4	2	6	31	16	17	26	43	18	16	19	17	1
TMPRSS9	56	135	95	65	19	76	26	38	19	33	34	23	75
KLB	119	273	163	114	6	117	10	6	3	6	6	2	161
TMPRSS2	23	44	27	15	0	17	5	2	1	0	0	0	40
TMPRSS3	3	3	3	12	48	8	5	7	3	5	8	11	2
TMPRSS4	13	37	8	13	0	2	0	2	0	0	0	0	17
TMPRSS5	45	41	49	37	13	41	23	40	21	12	19	15	40
TMPRSS6	100	207	118	104	6	73	1	7	1	5	13	5	105
TMPRSS7	12	49	13	16	0	4	0	0	0	0	0	0	6
ABCC12	149	365	201	175	2	144	3	1	2	5	5	3	199
ABCC10	80	254	305	326	380	316	382	309	279	507	456	437	322
ABCC11	67	198	97	84	4	94	2	2	0	4	3	6	122
EMG1	140	129	147	116	67	164	83	87	75	127	151	96	150
TRIM16L	39	69	66	101	64	159	103	90	52	129	91	94	70
COMMD8	286	357	177	200	81	233	64	94	56	105	123	132	231
COMMD9	174	263	164	245	139	279	203	172	133	246	241	175	178
COMMD2	117	178	235	263	176	269	228	250	195	280	267	278	270
COMMD3	194	197	151	172	74	187	98	112	86	154	123	145	167
COMMD1	444	461	287	247	108	280	110	88	88	168	139	112	323
COMMD6	290	335	372	415	346	393	285	335	240	357	396	308	341
COMMD7	124	102	127	185	118	220	148	177	146	212	211	191	149
COMMD4	679	552	449	357	118	456	129	127	122	153	160	195	435
COMMD5	119	131	198	162	98	180	97	127	91	156	150	186	162
ZMYM2	1497	2403	2751	2015	1193	2292	1619	1765	1115	1887	1797	1240	3066
ZMYM3	370	693	1425	1665	2127	1314	2221	2330	1670	3174	2899	2316	1497
ZMYM1	122	210	251	190	132	304	119	156	93	111	130	109	294
ZMYM6	164	292	351	327	259	377	286	370	222	396	351	300	387
ZMYM4	730	1242	1082	1042	560	982	637	666	514	918	775	636	1237
ZMYM5	333	719	469	400	220	451	217	265	144	233	260	195	541
DEPDC1B	213	282	201	154	1	223	5	4	4	5	1	4	249
SHFM1	792	695	620	582	314	716	322	330	240	430	423	338	488
ANO8	33	92	251	238	292	179	308	392	286	432	414	323	228
ANO9	8	8	30	26	7	17	5	25	70	24	18	19	33
ANO4	27	59	41	62	56	44	67	32	29	112	71	47	36
ANO5	113	210	187	112	49	102	34	54	36	68	39	31	202
ANO6	218	434	807	989	1266	1012	1287	1076	873	1906	1585	1350	852
ANO7	5	8	9	10	5	24	9	11	10	10	9	16	16
ANO1	165	382	220	267	85	311	41	133	106	94	55	71	235
ANO2	39	113	49	48	11	44	5	15	13	5	2	3	54
ANO3	45	132	60	45	1	38	0	11	3	0	1	2	48
COL3A1	809	1046	600	2038	2435	2100	848	3207	1558	1346	1853	2601	621
HIP1R	168	336	273	273	56	391	34	51	50	33	112	85	255
GTF2B	182	190	205	198	125	245	148	156	134	272	222	175	211
GTF2I	20	74	187	128	163	129	118	192	107	274	181	128	158
CHUK	150	249	260	233	104	342	80	132	85	144	151	142	304
CSGALNACT2	153	210	322	303	143	395	165	167	123	164	137	154	327
CSGALNACT1	43	97	54	119	84	155	73	83	125	91	87	130	64
C1QTNF9B	8	9	5	5	0	2	1	0	0	1	0	0	6
POLR2D	1068	1762	1002	860	303	982	323	419	258	631	518	392	1093
MYZAP	23	33	13	48	20	41	14	26	36	22	37	47	15
ASH2L	677	1017	1004	909	667	823	738	666	472	1126	1129	882	1134
FTHL17	15	40	30	11	0	45	0	0	0	0	1	0	22
RECQL5	429	752	816	640	408	690	441	650	436	627	740	541	847
RGMB	230	413	376	339	153	344	199	148	145	248	293	211	388
RGMA	560	1510	924	1136	228	1568	194	340	518	278	346	429	856
UTF1	57	69	61	53	1	99	1	0	0	0	0	0	52
GIMAP1-GIMAP5	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM110B	162	206	427	386	393	287	482	511	345	962	651	548	412
POLR2K	210	198	245	244	148	308	176	180	122	241	192	225	251
BHLHB9	36	112	145	119	88	150	58	60	53	92	85	71	131
GRID1	58	101	117	160	134	169	164	210	159	283	223	166	139
GRID2	157	302	125	119	79	38	49	46	20	63	139	77	155
ST7L	421	1048	538	606	187	544	169	257	232	374	284	254	563
CYP2C9	1	3	1	0	0	0	0	0	0	0	0	0	0
CYP2C8	49	155	80	46	59	64	10	51	17	23	34	41	92
APOBEC3H	11	10	19	34	23	37	30	39	27	39	17	31	15
APOBEC3D	28	27	48	57	72	65	60	105	65	74	62	108	45
APOBEC3G	202	248	480	350	429	394	597	610	359	855	573	583	463
APOBEC3F	96	117	200	236	303	257	341	395	214	510	296	360	242
APOBEC3A	0	0	1	1	0	1	0	1	0	0	0	0	1
APOBEC3C	97	246	593	398	474	433	615	506	401	1123	892	679	618
APOBEC3B	1	0	7	3	4	10	2	4	4	10	9	2	3
C10orf67	14	44	35	11	6	29	1	2	0	2	2	6	23
OR10P1	0	1	0	2	0	0	0	0	1	0	0	0	0
C10orf62	2160	4005	1943	1574	2	555	6	2	9	8	22	4	1973
FAM47A	38	133	53	51	0	54	0	1	0	0	0	1	62
DHFR	52	123	72	71	28	111	17	23	23	19	36	34	91
GIPR	0	4	5	1	0	4	1	2	0	1	0	0	2
LPIN2	741	1358	1760	1865	1279	1613	1285	1307	882	2243	1859	1354	1907
LPIN3	34	92	106	105	175	132	161	151	110	186	177	176	89
LPIN1	1304	2888	1611	1725	389	1041	293	415	425	388	860	813	1727
CLSTN1	497	1034	1039	1328	1076	1615	1063	777	878	1250	1002	1063	1082
AGO4	354	651	591	535	214	648	198	259	215	267	234	207	551
KLHDC7B	3	5	3	5	2	11	0	2	3	5	2	7	1
KLHDC7A	6	34	6	7	1	11	3	0	1	1	3	3	9
MUSTN1	5	8	8	5	10	15	2	7	4	3	8	8	10
NUP35	205	288	236	213	54	169	91	82	38	59	80	55	259
SLC1A4	224	398	579	547	176	255	117	230	218	150	144	161	559
CYP11B2	3	0	4	2	0	0	0	0	0	0	0	0	2
CYP11B1	42	82	32	30	0	29	0	2	1	0	1	2	39
SLC1A7	24	47	14	56	40	72	43	44	47	96	51	46	16
SLC1A1	7	16	22	17	37	27	11	27	18	17	25	16	26
SLC1A2	28	36	15	32	0	22	1	3	3	0	2	3	18
SLC1A3	12	43	7	87	89	85	71	89	55	73	86	87	15
RSPH4A	50	141	53	78	13	51	27	17	12	10	22	5	62
MIPEP	88	207	193	121	57	150	35	39	53	51	67	51	171
CCNL1	304	477	699	686	527	700	700	1476	686	828	1014	658	706
CCNL2	477	1013	1000	1516	1069	1548	1109	1368	1209	1300	1392	1400	986
SSX2B	0	0	0	0	0	0	0	0	0	0	0	0	0
NOMO2	4	37	44	38	16	44	21	17	18	46	31	25	56
NOMO3	0	15	49	30	16	2	8	11	1	25	20	0	42
NOMO1	146	312	220	194	139	306	151	128	75	252	154	141	237
BAZ1A	871	1595	1221	1013	568	977	624	711	311	708	864	590	1361
MTFP1	47	43	56	50	42	46	45	69	44	75	63	86	60
LEAP2	14	5	5	9	0	18	4	2	2	2	2	0	8
LELP1	3439	4929	1935	1769	1	615	10	8	6	9	17	2	1800
SLC2A9	4	18	12	9	6	10	6	6	8	5	5	9	15
SLC2A8	717	1397	811	743	356	642	490	433	259	570	443	523	704
SLC2A7	0	4	4	5	0	5	0	0	0	0	0	0	7
SLC2A6	19	49	33	50	33	78	24	26	16	26	56	45	49
SLC2A5	1080	2203	1192	888	15	791	5	30	11	18	21	14	1212
SLC2A4	44	104	63	69	5	51	9	6	14	15	9	9	57
SLC2A3	134	255	183	278	74	207	11	285	145	69	78	83	198
FA2H	45	86	51	53	1	55	0	1	0	1	8	5	60
SLC2A1	77	155	225	181	177	153	275	196	146	414	295	285	228
OR6F1	17	44	3	7	0	5	0	3	1	0	0	0	16
TBC1D3B	1	21	6	0	0	5	0	0	0	0	0	0	4
TBC1D3C	0	0	2	0	0	1	0	1	0	0	0	0	2
TBC1D3F	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3G	4	1	4	12	0	0	0	1	0	0	0	0	6
TBC1D3H	0	0	0	0	0	0	0	0	0	0	0	0	0
SMLR1	20	13	19	10	1	7	8	10	1	7	44	15	11
CEACAM1	17	53	60	48	55	46	57	62	60	208	61	60	70
ATRIP	393	828	442	342	52	372	34	51	43	55	50	57	470
CEACAM3	0	1	0	1	0	0	0	0	0	0	0	0	0
CEACAM5	1	14	5	5	0	7	0	0	0	0	0	0	8
CEACAM4	1	0	0	1	0	1	1	0	1	0	1	1	1
CEACAM7	2	7	3	0	1	2	0	0	0	0	0	0	0
CEACAM6	3	10	1	4	0	2	0	0	0	1	0	0	2
CEACAM8	1	4	2	1	1	2	1	0	1	2	0	0	1
GTF2IRD2	8	15	15	21	21	18	30	30	19	20	38	34	21
IQUB	596	1054	635	435	10	521	5	9	7	9	17	7	771
TBC1D30	61	124	118	108	47	96	44	51	42	67	56	55	128
FZD8	62	126	105	127	54	166	101	154	99	142	262	108	99
C20orf144	693	878	372	280	5	165	2	2	0	3	6	2	286
CREBBP	774	2205	2113	1771	885	2034	855	1024	807	1395	1170	953	2167
TRNAU1AP	79	111	75	101	74	119	69	50	51	88	86	90	81
TMEM126A	308	347	172	151	51	163	67	65	67	98	90	93	190
TMEM126B	154	135	185	182	183	232	184	186	131	234	208	209	197
GSG1L	18	21	14	9	0	19	0	2	1	0	0	2	17
PDF	6	19	12	7	6	17	10	7	5	9	15	7	17
PDC	0	1	1	2	0	0	0	3	0	0	1	0	5
TAF9B	100	219	238	270	124	356	104	170	118	186	140	155	309
SF3B5	630	716	523	549	340	583	426	359	303	622	519	468	512
SF3B4	334	1077	888	818	524	844	598	548	471	804	576	632	876
SF3B1	1314	2153	2820	2567	2114	3135	2108	2629	1837	3141	2985	2066	3036
SF3B3	476	751	1094	913	871	1156	807	705	579	1240	970	910	1112
SF3B2	1778	3742	2716	2488	1045	2669	1335	1208	1079	2112	1582	1624	2787
CNIH3	58	79	71	68	5	78	4	4	5	9	7	5	94
CNIH2	38	149	24	45	7	21	12	17	7	9	14	18	38
NSMCE4A	40	55	55	95	66	96	49	70	68	82	105	101	50
CNIH4	135	139	121	114	69	176	77	73	48	58	110	70	127
RLIM	596	749	722	677	446	701	491	532	379	769	655	495	828
MLN	0	2	2	0	0	0	0	0	0	1	0	1	0
MLL	238	491	1050	812	1248	879	1066	1320	953	1556	1209	812	1136
NAT8B	2	2	1	3	2	3	0	1	0	0	0	1	1
MLX	56	178	213	182	168	245	162	176	143	208	189	189	181
NAT8L	913	1517	2177	1513	1694	1389	2236	2248	1543	2964	2727	2442	1980
FAM195B	1298	1597	1004	1045	443	1103	460	417	370	669	560	602	930
FAM195A	438	403	278	237	78	246	103	86	93	118	121	99	249
ADD3	1143	1698	1991	1648	1322	2354	1070	1716	1193	1695	1800	1591	2288
ADD2	59	125	88	84	2	70	2	2	6	7	1	4	100
ADD1	1297	2412	2593	2698	2053	2975	1988	2021	1894	3181	2539	2484	2666
PKD2L2	99	156	92	69	5	71	10	2	2	4	9	7	102
PKD2L1	34	39	18	29	0	17	0	2	0	0	2	1	21
CWC27	327	387	277	237	95	228	83	101	81	164	134	116	285
CWC22	158	192	258	225	214	300	203	217	144	328	210	244	356
FMOD	32	74	65	169	154	261	84	234	262	209	78	168	55
FMO2	16	50	33	34	50	109	40	53	70	33	54	72	30
FMO3	7	7	1	5	1	7	3	10	5	4	6	7	0
FMO1	17	11	11	35	35	43	11	43	20	33	58	56	5
CASZ1	82	242	209	157	46	208	25	44	55	51	33	49	166
FMO4	19	42	27	31	41	50	39	48	36	70	61	54	29
FMO5	62	132	94	80	41	60	97	77	44	123	94	73	92
SH2D2A	2	12	4	4	3	9	1	4	1	1	1	3	1
PRR14L	287	722	843	666	540	714	482	533	488	782	627	564	864
AKNA	103	658	337	393	170	241	202	182	200	202	200	304	301
SPRR2E	1	1	2	1	1	0	1	0	1	0	1	2	3
SPRR2D	0	1	1	1	0	1	0	0	0	0	0	1	1
SPRR2G	10	7	5	7	0	1	0	0	0	0	0	0	7
SPRR2F	8	4	6	5	13	10	8	16	10	14	16	29	9
SPRR2A	5	3	0	0	0	1	0	0	0	1	1	0	1
SPRR2B	38	5	0	5	0	6	2	3	4	1	17	12	0
LOC147646	146	361	339	287	0	499	3	1	1	0	0	1	341
SHQ1	190	331	246	254	110	332	106	128	118	183	145	125	328
STX1A	47	76	104	107	88	104	95	123	75	123	122	121	111
STX1B	68	234	128	143	31	132	30	28	54	25	33	37	150
SRGN	89	151	159	255	109	329	177	419	300	481	244	342	168
SPATA31C2	46	254	174	103	0	62	0	0	0	1	2	0	141
SPATA31C1	48	217	148	99	0	57	1	4	0	2	0	2	148
KRT80	12	17	11	20	79	25	23	37	6	14	31	30	13
KRT81	1	13	7	1	0	3	1	0	0	0	0	0	6
KRT82	1	3	1	0	1	0	1	0	2	1	2	0	3
KRT83	3	7	6	2	0	6	0	0	0	0	0	0	5
KRT84	2	2	1	0	1	0	0	1	1	0	0	0	0
KRT85	11	22	8	3	0	4	0	0	0	0	1	3	5
KRT86	51	100	39	27	0	16	0	0	0	0	0	1	28
TSEN2	64	120	117	114	46	130	72	55	39	79	88	55	134
CCDC134	67	88	55	41	8	42	7	14	9	14	17	21	64
CCDC135	728	1317	845	540	4	479	5	3	2	2	3	4	767
CCDC137	210	399	276	340	115	401	124	122	99	191	170	176	285
FAIM	49	70	86	94	85	96	112	85	73	120	81	98	75
STX11	24	23	49	42	16	93	10	23	23	29	40	10	34
STX12	240	291	411	427	377	513	462	468	349	662	536	507	477
STX17	193	398	410	475	376	497	354	425	317	547	469	373	414
STX16	830	1372	1846	1837	1437	1950	1505	1888	1445	2100	1762	1788	1955
STX19	2	4	4	3	1	6	0	2	0	4	1	2	3
STX18	571	838	539	503	132	563	168	171	137	244	231	222	528
OR9G4	0	0	0	0	0	0	0	0	0	0	0	0	0
MOSPD2	32	47	110	83	96	149	63	138	53	130	140	85	151
MOSPD1	139	188	303	281	290	276	382	360	245	588	376	401	291
OR9G1	0	0	0	0	0	0	0	0	0	0	0	0	0
OR9G9	0	0	0	0	0	0	0	0	0	0	0	0	0
PAN3	475	858	982	1072	614	964	977	1142	717	1082	834	795	1101
PAN2	710	1518	1611	1184	422	1653	324	379	347	379	586	531	1715
DPP8	366	679	520	393	153	496	141	145	108	244	204	96	624
DPP9	97	280	362	355	288	397	292	305	255	480	376	346	385
FRG2C	0	0	0	0	0	0	0	0	0	0	0	0	0
DPP3	217	405	227	242	130	289	131	131	75	201	205	148	295
DPP4	28	38	42	35	4	36	5	13	8	13	12	9	35
SUOX	89	178	140	158	222	239	224	294	224	223	237	219	174
DPP6	195	442	552	483	698	396	1273	915	578	1933	1223	1011	594
DPP7	936	1533	856	991	461	1022	572	605	714	910	829	691	839
IK	970	1408	1053	905	280	1013	353	381	332	496	496	405	1091
PHF5A	162	223	201	170	93	273	83	96	72	116	112	110	204
OR6N2	0	0	0	0	0	0	0	0	0	0	0	0	0
HS1BP3	168	357	184	215	109	251	64	87	109	166	123	151	165
NOC3L	230	265	254	223	135	308	164	198	115	279	231	156	332
HIAT1	608	1179	919	877	446	684	473	531	354	746	744	590	951
ESCO2	67	98	150	98	0	161	9	6	1	8	9	4	146
TMIGD1	1	1	0	0	0	1	0	0	0	0	0	0	0
POM121L2	51	332	261	155	0	169	4	2	0	1	1	2	243
H2AFB3	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AFB2	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB11	180	145	249	263	257	256	385	285	313	638	425	400	254
NDUFB10	565	576	370	352	135	441	142	138	125	224	182	205	346
GOT2	408	604	1449	1148	1231	1148	1680	1634	1134	2757	1728	1714	1469
GOT1	577	1032	571	523	193	489	210	186	190	307	327	222	637
OR2T8	0	3	0	0	0	6	0	0	0	0	1	0	1
OR2T6	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2T4	0	1	0	0	0	1	0	0	1	1	0	0	0
OR2T5	0	0	0	0	0	0	0	0	0	0	0	0	1
OR2T2	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2T3	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2T1	0	0	0	0	0	0	0	0	1	0	1	0	0
SH3D21	62	118	112	142	18	69	22	30	32	43	25	17	104
C22orf42	27	94	41	26	0	18	0	0	0	0	1	0	34
C22orf43	240	594	216	168	8	63	3	4	1	7	5	3	190
C22orf46	305	1066	739	576	305	425	242	352	236	349	315	348	765
ATR	267	347	464	251	204	450	248	225	144	293	237	189	527
STMN4	8	10	10	14	13	14	6	12	9	1	2	5	6
STMN1	3899	4605	4791	3329	1834	4072	2560	2445	1531	3322	2927	2569	5024
STMN3	89	175	93	217	172	213	68	151	162	116	128	230	100
STMN2	9	19	10	3	1	2	1	2	0	0	0	0	14
IKBIP	82	85	98	95	78	140	49	94	53	86	78	76	115
APH1B	1769	2270	1327	1181	190	1130	149	172	116	159	184	160	1363
BCAN	53	60	53	45	17	59	23	23	31	54	52	34	49
BCAM	290	421	599	747	928	1018	864	1041	867	1346	993	1081	557
ELOVL6	12	30	27	26	57	26	38	29	15	24	40	35	21
ELOVL7	8	17	34	19	5	30	6	7	10	4	9	8	38
ELOVL4	132	201	210	195	63	194	111	112	71	197	112	88	237
ELOVL5	1207	1955	2641	2543	2665	2122	3239	3119	2095	5236	3776	3240	2942
ELOVL2	289	575	749	596	375	470	502	711	490	50	748	630	837
ELOVL3	17	28	23	16	2	19	6	4	9	10	8	4	32
ELOVL1	122	324	252	308	309	333	276	271	246	372	403	358	260
AMY1A	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0	0	0	0	0	0
CWF19L1	383	565	398	324	122	368	154	191	159	166	179	166	396
CWF19L2	105	176	124	148	57	209	53	71	81	102	97	87	138
HEYL	332	803	1028	1044	887	947	914	1161	1330	1981	1092	1030	1015
RD3	2	1	0	6	0	1	1	2	2	2	2	3	1
TECR	233	962	516	447	264	436	294	220	203	495	321	314	477
DUSP9	35	61	49	63	1	56	1	4	1	2	1	1	43
DUSP8	64	126	282	294	496	174	448	506	162	594	348	531	218
DUSP5	643	794	851	776	31	843	51	791	123	130	91	25	794
DUSP4	77	197	133	61	4	92	11	16	25	16	11	13	126
DUSP7	168	503	535	452	150	446	170	273	306	385	267	255	511
DUSP6	80	161	224	228	174	287	520	1691	306	481	436	160	284
DUSP1	382	396	1443	2053	623	2528	1959	6750	4233	3807	2574	846	1482
DUSP3	479	802	919	952	735	801	824	821	584	1149	864	735	1052
DUSP2	24	66	235	239	66	74	344	2330	375	632	243	55	242
GBGT1	4	14	4	28	21	44	4	29	19	16	29	35	4
RBL1	14	72	81	59	22	84	30	48	30	60	52	36	109
RBL2	1119	2297	2346	1567	568	2120	519	537	431	606	605	616	2466
RDX	411	644	1060	1006	989	1214	873	1045	649	1455	1322	1054	1150
OR51E2	2	2	0	5	11	7	4	3	2	0	0	3	3
HEY2	109	207	146	139	30	161	22	101	38	9	45	55	156
HEY1	78	78	88	106	13	120	9	13	12	6	19	26	92
RPS10-NUDT3	0	0	0	0	0	0	0	0	0	0	0	0	0
XRCC6BP1	353	664	284	236	32	218	31	26	19	30	34	20	297
MTF1	297	737	658	492	215	527	178	219	145	275	259	211	598
MTF2	401	659	954	734	543	825	603	707	463	871	761	644	1016
TMLHE	10	17	40	32	38	41	26	52	23	56	47	34	36
BMP10	3	3	1	2	0	3	0	0	0	0	0	1	0
BMP15	1	1	1	1	0	0	0	0	1	0	0	0	0
UFL1	214	411	487	473	303	542	345	425	286	514	461	355	588
TMEM106B	205	300	574	465	623	492	727	621	338	972	980	675	671
