gene	TS001	TS002	TS003	TS004	TS005	TS007	TS008	TS009	TS010	TS011	TS012
ASPHD2	58	105	83	80	26	29	28	22	48	24	31
ASPHD1	70	37	91	86	57	142	143	130	262	136	195
PTGFRN	145	373	274	689	287	217	333	361	389	373	385
UBAP2	317	1678	1155	823	373	424	409	358	655	562	414
UBAP1	674	2037	1194	1074	608	703	616	610	1150	953	883
CDC6	104	247	232	143	6	10	11	9	12	16	12
TMEM9B	372	430	505	543	330	386	400	219	570	513	472
TNFSF13B	3	4	7	21	28	5	17	14	10	6	19
DDX60L	57	80	116	126	197	164	170	135	211	184	194
NINJ2	30	32	71	48	47	44	44	66	94	44	54
C8orf22	0	1	1	0	2	0	0	0	0	0	0
KLHL36	136	483	402	280	286	348	292	219	463	396	275
KLHL34	1	3	10	3	0	0	4	1	0	3	1
KLHL35	126	208	167	134	31	50	41	37	60	43	36
KLHL32	24	62	71	64	97	69	61	64	132	126	83
KLHL33	0	6	5	16	15	3	17	17	21	8	19
KLHL30	0	0	3	4	3	0	3	2	1	0	2
KLHL31	15	12	42	38	58	37	50	21	76	25	37
TMEM92	2	11	1	2	0	0	0	2	0	1	1
TMEM91	171	190	151	163	55	62	67	52	61	49	59
TMEM97	819	1460	2011	1553	1320	2085	1378	1530	3476	3207	2225
KLHL38	1	3	4	1	1	0	3	2	4	0	0
TMEM95	58	167	73	51	0	0	0	0	0	0	0
MTNR1B	3	3	1	3	0	0	0	0	0	0	0
MTNR1A	2	24	19	6	1	0	0	0	0	0	0
PEX1	153	342	378	293	162	206	200	156	249	225	188
PEX3	185	212	220	147	64	72	103	66	103	111	114
PEX2	167	303	340	368	350	424	403	293	630	520	451
PEX5	1025	1621	1632	1404	990	1323	1313	935	1931	1819	1298
PEX7	138	101	146	114	100	118	94	80	226	110	150
PEX6	252	567	480	330	297	476	441	299	519	528	525
REG4	11	70	12	17	3	0	0	0	0	0	2
ZNF560	79	166	207	148	110	136	153	78	240	174	131
GNAI2	824	1722	2297	2434	2540	3103	2707	2157	3961	3414	3326
GNAI3	543	672	895	792	559	670	739	538	1102	834	730
GNAI1	303	351	476	496	430	469	630	441	925	805	516
EPPIN-WFDC6	182	84	320	132	208	278	508	471	496	463	439
POMP	787	776	549	526	220	257	228	191	366	254	268
TFPI	37	54	37	182	153	75	139	129	84	88	177
POMC	187	280	197	160	125	86	99	65	162	35	58
ACHE	38	84	81	68	7	5	11	14	19	11	10
PRB2	0	8	6	1	7	7	1	3	3	2	7
PRB3	3	19	6	0	0	0	0	0	0	0	0
PRB4	0	23	1	4	0	0	0	0	1	0	1
WSCD1	162	636	198	173	13	6	18	8	10	7	5
WSCD2	10	16	13	15	0	5	8	8	23	7	3
GDA	35	62	54	64	1	3	0	3	3	1	0
RPS13	483	390	330	477	397	368	380	379	575	484	483
RPS12	1666	1283	1174	1226	736	626	794	697	1002	1007	865
RPS11	2311	2239	2198	2732	2251	2397	2563	2184	3574	3061	2878
RPS10	30	37	13	20	7	5	7	6	6	9	7
RPS17	0	0	0	0	0	0	0	0	0	0	0
RPS16	1328	1193	1109	1329	1052	1115	1214	1222	1646	1624	1440
RPS15	393	483	360	434	376	479	343	412	602	476	559
RPS14	1351	1266	1136	1274	1103	1118	1267	1072	1676	1564	1378
SLC16A5	49	168	56	52	5	11	12	15	8	13	13
RPS19	1671	1586	1373	1602	1267	1216	1390	1470	1788	1580	1487
RPS18	951	1330	1226	1549	1277	1007	1572	963	2045	2167	1670
RHOXF2	0	0	0	0	0	0	0	0	0	0	0
RHOXF1	159	159	100	103	3	11	7	9	9	6	9
PUSL1	90	160	97	87	26	15	17	12	35	23	27
LOC100287036	1	4	1	0	1	0	1	0	0	0	4
PLCXD3	9	22	18	67	142	23	52	25	31	22	47
PLCXD2	14	31	18	15	0	0	0	0	0	1	0
PLCXD1	0	0	0	0	0	0	0	0	0	0	0
TSSC4	902	1066	740	639	189	220	236	193	325	293	263
TSSC1	217	258	237	218	119	172	141	113	291	216	201
RRAGD	307	377	349	300	51	102	88	128	200	136	91
RRAGA	545	921	766	817	520	514	587	414	896	704	619
RRAGC	363	534	475	457	328	280	306	272	453	383	382
RRAGB	100	117	209	194	133	226	221	190	331	242	221
GGT1	46	53	114	143	239	221	177	242	387	93	148
GGT6	7	10	34	23	38	70	28	47	88	47	46
GGT7	107	254	197	266	242	151	195	124	223	174	234
GGT5	41	83	52	137	124	91	180	201	170	117	153
TIAF1	4	14	17	22	31	19	18	9	23	24	32
PTPRU	110	371	273	216	36	36	36	81	62	39	48
PTPRT	60	148	68	72	6	9	8	7	8	5	9
PTPRS	292	918	699	788	335	253	351	321	204	296	303
PTPRR	32	59	23	23	8	10	11	9	18	9	22
PTPRQ	31	69	54	34	2	0	2	1	0	1	0
TINF2	180	316	355	295	239	202	269	234	307	316	274
PTPRG	131	247	505	356	466	765	566	385	1021	746	498
PTPRF	248	920	934	743	69	28	78	67	55	213	127
PTPRE	48	123	208	254	391	367	425	327	638	375	399
PTPRD	146	155	269	236	466	300	60	31	41	169	149
PTPRC	34	39	55	99	95	43	90	39	68	65	61
PTPRB	36	179	151	192	152	89	279	244	113	119	135
PTPRA	566	1134	1031	946	625	684	589	398	882	733	692
PTPRO	12	22	18	20	5	6	18	14	8	6	10
PTPRN	16	32	14	11	0	0	1	0	1	1	1
PTPRM	456	836	983	735	365	483	714	546	568	519	491
PTPRK	38	90	71	143	61	52	134	150	106	70	95
PTPRJ	58	139	154	122	41	25	41	33	30	26	57
PTPRH	8	15	36	45	58	51	54	33	42	41	37
IFT27	237	253	171	149	55	55	62	62	63	85	70
IFT20	192	294	249	183	108	111	156	72	177	154	136
SAA2-SAA4	0	0	0	0	0	0	0	0	0	0	0
GAPVD1	626	1380	1097	876	325	314	384	276	472	401	294
AQPEP	47	111	17	26	5	2	3	3	3	5	3
DMPK	351	668	819	988	971	1133	1182	1014	1024	940	894
RNASEH1	50	119	151	122	92	80	70	58	170	109	68
DMP1	8	24	12	10	1	1	1	0	1	2	2
RC3H1	313	562	621	569	446	454	555	376	566	510	468
RC3H2	57	164	304	138	108	89	113	65	183	125	64
IFIT5	100	120	170	203	159	199	147	131	373	138	165
IFIT3	24	79	60	136	121	139	178	156	165	132	216
IFIT2	29	34	22	65	51	38	67	68	57	49	70
IFIT1	107	203	116	266	162	275	182	183	375	213	292
ISG15	46	93	46	86	45	80	65	62	140	46	154
MAP1LC3A	385	374	385	352	219	252	245	210	393	271	287
MAP1LC3C	1	3	3	3	1	0	1	0	0	1	1
MAP1LC3B	846	1250	905	980	370	381	381	317	538	478	510
GGTLC1	147	142	142	76	1	0	1	1	10	0	0
GGTLC2	2	6	2	0	0	0	0	1	0	0	0
BRCC3	6	19	12	46	32	30	45	39	43	43	35
ARL5A	103	121	228	194	186	202	219	121	281	266	210
ARL5C	0	0	0	1	0	0	1	2	0	0	1
ARL5B	71	139	188	84	45	61	136	46	108	99	43
APITD1	264	244	150	134	19	18	22	25	31	28	26
WDR35	386	739	741	548	193	226	213	149	304	281	195
WDR34	801	1627	848	658	44	37	48	63	44	55	89
WDR37	293	708	548	502	220	224	261	228	344	305	288
WDR36	160	322	384	293	190	200	231	172	278	259	245
WDR31	33	141	159	82	25	21	26	17	45	33	22
WDR33	669	1272	1098	1146	586	786	843	688	1177	868	777
EIF4A1	0	0	0	0	0	0	0	0	0	0	0
WDR38	38	137	58	81	1	0	0	1	0	1	0
EIF4A3	421	666	602	514	169	199	264	151	306	212	237
EIF4A2	1861	1750	1986	2309	1605	1434	2104	1525	2466	2110	1811
GIGYF1	1270	2533	2491	2357	1385	1519	1546	1372	1775	1994	1828
GIGYF2	890	1975	1995	1459	780	828	873	661	1434	1094	858
TLE3	400	836	691	630	284	245	307	204	452	353	323
TLE2	268	289	388	479	448	516	481	727	522	550	592
TLE1	389	504	528	575	105	119	125	117	222	107	163
TLE6	37	77	78	68	14	10	23	16	22	22	13
FAM206A	201	335	343	257	55	53	73	42	57	88	77
TLE4	1499	3934	2499	2199	550	599	679	425	959	891	608
AUNIP	177	443	335	193	4	12	9	10	14	12	18
CACNA1G	20	43	45	24	16	4	17	16	7	12	15
CDC7	414	476	476	414	164	197	243	115	301	249	208
FGF4	0	8	1	3	0	1	0	0	0	0	0
FGF3	2	0	0	0	0	0	0	0	0	0	0
TFPT	89	91	76	90	48	37	51	45	60	66	52
FGF2	64	133	90	124	48	38	61	71	60	75	74
PCDHB13	21	42	45	37	38	43	31	30	44	46	44
PCDHB12	23	84	50	30	19	9	26	23	15	15	15
PCDHB11	8	21	10	16	10	7	12	16	6	13	7
PCDHB10	11	28	17	36	57	35	19	22	40	32	51
PCDHB16	41	93	93	74	67	83	43	63	41	69	84
PCDHB15	49	141	188	220	263	267	315	281	354	320	312
PCDHB14	35	53	55	68	79	88	59	58	73	90	97
LOC100129361	175	223	243	329	316	353	369	243	542	505	392
TMIE	38	44	36	22	1	1	4	5	4	3	2
KIAA2022	14	28	19	18	8	6	7	6	3	6	14
KIAA2026	326	867	1183	912	452	582	588	447	900	724	576
MUM1L1	337	335	1010	796	1365	1346	1322	822	2053	1617	1165
APCS	0	0	0	0	0	0	0	0	1	0	0
LTBP4	1072	2484	1137	5417	5491	2569	4394	6554	5403	4796	8354
LTBP3	162	363	275	874	758	464	818	874	857	667	994
LTBP2	182	543	312	768	355	414	490	1396	1027	424	382
LTBP1	322	485	515	1169	476	373	697	854	787	439	503
APC2	82	110	139	91	94	130	69	68	104	111	109
CRAT	2300	6837	3642	3113	399	671	606	528	959	941	702
LRWD1	3600	8934	4717	2764	64	60	56	49	65	76	50
MBD5	64	306	174	187	92	119	126	106	235	154	104
MBD4	253	435	424	342	185	171	244	168	265	261	207
MBD6	749	2363	1885	1885	771	934	862	779	1112	1034	1100
MBD1	1442	2931	2030	1587	587	612	674	520	773	751	604
MBD3	929	1316	1158	1234	759	923	837	742	1229	1086	1126
MBD2	406	486	620	747	560	697	747	546	1046	789	728
MLPH	24	21	19	38	33	20	22	57	41	59	86
REXO1	870	2086	1748	1545	891	1143	1278	957	1688	1402	1158
REXO2	502	540	314	312	119	76	112	92	110	141	145
SLC25A19	154	392	229	153	14	9	7	5	7	21	22
SLC25A18	38	54	102	131	88	105	141	101	205	107	131
SLC25A17	259	340	390	351	202	232	245	193	382	281	261
KIAA1429	533	933	1082	767	326	303	357	270	616	501	385
SLC25A14	103	138	88	109	30	62	48	52	58	45	55
SLC25A13	148	240	224	317	197	219	246	191	284	249	211
SLC25A12	105	174	235	258	230	271	311	215	365	320	294
SLC25A11	118	168	179	178	154	136	158	141	262	231	209
SLC25A10	582	901	547	459	77	164	133	71	203	151	140
TUBA3C	5565	8302	4439	3152	9	20	21	6	17	30	10
TUBA3E	1370	3727	1154	798	0	13	6	5	6	12	4
TUBA3D	2068	2937	1662	1130	9	22	15	11	32	19	13
CCDC14	813	1240	1204	1070	512	490	629	359	549	650	461
CCDC15	276	214	516	266	15	16	22	14	14	28	22
CCDC17	13	39	28	48	22	34	19	35	21	20	25
CCDC11	1576	2010	1105	894	16	12	13	10	7	24	12
CCDC12	174	171	175	179	107	143	152	123	184	180	197
CCDC13	109	313	158	96	4	3	2	0	3	4	1
CCDC18	191	305	295	170	25	22	37	14	23	45	23
CCDC19	455	818	443	291	5	3	9	6	0	8	6
ZNF280D	198	257	383	384	332	300	407	301	481	373	348
ZNF280C	92	311	437	290	61	77	96	74	83	86	78
ZNF280B	420	919	1101	930	808	741	848	473	1145	687	721
ZNF280A	4	6	5	9	3	1	3	1	3	5	4
VIP	10	7	9	11	8	3	4	1	0	1	1
VIT	37	38	5	51	53	10	44	69	45	47	138
STAR	1342	654	1101	1584	1257	1746	1590	1249	3313	4835	3320
TMEM88B	3	3	22	12	7	12	25	29	27	7	6
STAC	28	49	31	47	102	80	57	17	84	27	104
COX6B1	387	484	345	360	243	272	274	233	353	300	331
COX6B2	557	1499	1105	757	2	1	2	3	7	8	6
STAM	88	186	348	323	287	372	322	232	553	440	332
CLDN8	0	0	0	0	0	1	2	0	0	0	0
CLDN9	1	8	6	1	1	1	0	0	1	0	0
FIG4	152	228	205	182	138	107	151	97	213	190	148
RAB11B	802	1201	975	968	596	713	695	594	934	814	817
CLDN1	55	121	36	349	393	304	482	438	416	229	301
CLDN2	1	2	5	2	2	4	1	0	3	4	1
CLDN3	16	5	15	13	21	41	35	45	159	35	19
CLDN4	6	4	9	14	6	17	13	10	12	15	16
CLDN5	43	42	66	154	52	34	165	149	46	59	87
CLDN6	2	5	11	3	0	1	0	1	0	0	0
CLDN7	12	15	21	5	7	4	12	7	4	7	10
FIGF	1	1	0	0	2	1	0	0	0	0	4
FIGN	30	62	38	56	23	16	27	42	34	37	22
LGALS7B	8	0	2	2	0	0	0	0	0	0	0
MAGEB2	373	535	608	549	1	0	2	0	3	1	3
MAGEB3	58	67	136	96	148	143	133	84	241	175	175
MAGEB1	184	213	461	392	592	682	488	265	832	706	583
MAGEB6	32	56	60	42	0	0	1	1	0	1	0
MAGEB4	111	233	246	167	203	211	192	109	273	260	266
MAGEB5	9	19	3	6	0	0	0	0	0	0	0
MRFAP1	3384	3407	3952	3380	2129	2616	2576	1994	4269	3263	3063
IRF3	234	357	261	331	224	167	261	261	198	276	303
IRF2	12	52	92	180	220	168	199	143	239	201	238
IRF1	105	245	116	166	71	39	266	113	84	57	102
IRF7	32	59	45	58	54	40	77	51	81	51	78
IRF6	58	124	108	75	83	42	89	158	381	83	219
IRF5	18	39	20	50	46	7	21	18	18	19	44
IRF4	20	50	63	72	18	9	26	26	30	21	30
IRF9	129	280	198	385	299	403	293	322	452	294	564
IRF8	78	87	92	90	29	13	32	19	12	19	64
SNX29	191	590	531	485	258	329	297	256	643	361	344
SNX22	53	56	62	74	64	71	99	48	102	91	74
SNX20	1	5	7	14	6	1	3	2	4	1	4
SNX21	167	228	261	412	461	677	605	463	747	777	738
SNX27	195	531	596	534	353	286	403	308	549	417	341
SNX24	85	127	107	109	47	28	51	40	46	41	62
SNX25	191	275	314	408	330	304	229	167	389	402	282
RUNDC1	133	339	331	233	105	78	134	108	124	90	116
GPER	24	42	38	47	19	20	34	42	17	19	27
PANX1	159	244	341	292	297	366	366	229	700	561	400
PANX2	33	73	54	78	26	20	18	23	19	16	30
PANX3	3	6	9	4	0	0	1	1	1	3	0
ZBTB12	26	47	59	65	53	48	44	39	59	56	69
ZBTB11	274	418	510	381	234	238	280	153	325	276	212
PTGDR2	5	17	8	5	1	1	1	4	4	2	10
ZBTB16	32	96	58	62	25	40	38	65	38	46	38
ZBTB18	605	959	1126	925	562	553	710	437	935	725	558
TEX101	1229	1697	1596	801	5	6	1	0	6	5	6
PDZD2	426	971	1289	726	758	797	1011	626	1442	869	752
C1orf159	277	881	390	367	97	103	92	86	113	102	111
C1orf158	315	833	383	298	1	0	1	1	1	5	2
DDX19A	120	218	257	279	226	218	276	216	458	308	263
DDX19B	265	560	298	260	65	71	57	49	101	81	64
TRIM68	148	283	241	239	87	77	102	77	120	97	128
APOBEC3A_B	0	0	0	0	0	0	0	0	0	0	0
HIF1A	111	443	792	654	672	625	704	487	1260	908	592
UNG	457	749	791	712	250	215	242	158	309	257	277
TRIM60	23	32	34	27	0	0	0	0	1	0	0
TRIM61	19	43	24	15	11	8	5	5	11	7	12
TRIM62	25	95	110	147	92	121	145	107	122	126	104
TRIM63	1	4	0	3	0	2	2	0	0	4	2
TRIM64	0	0	0	0	0	0	0	0	0	0	0
TRIM65	64	127	145	161	175	154	192	191	208	226	237
TRIM66	529	1938	1425	1123	613	511	970	429	781	577	475
TRIM67	8	22	16	14	2	1	0	2	0	1	3
TRIT1	238	226	218	280	147	165	177	192	197	170	166
ITK	19	23	23	12	6	1	9	2	1	2	5
NRF1	147	230	193	229	128	100	128	96	150	145	149
NAGPA	71	117	110	131	63	47	57	63	78	56	80
SERTAD1	51	75	86	125	93	77	201	120	187	147	119
SERTAD2	246	421	585	506	508	528	617	395	926	653	473
SERTAD3	140	251	362	300	209	182	377	231	363	354	222
ARAP3	37	72	80	164	116	57	177	170	93	73	101
BIK	3	17	18	15	5	9	5	3	16	11	11
ARAP1	302	478	490	572	576	453	510	442	654	666	582
BID	65	62	79	110	84	91	73	75	116	89	101
GIN1	89	89	106	90	69	69	59	48	78	87	82
PYDC2	0	0	0	0	0	0	0	0	0	0	0
PYDC1	0	1	1	1	0	0	0	0	0	0	0
OR51E1	8	11	5	8	5	2	9	10	5	4	10
ACMSD	0	6	2	3	2	1	2	1	1	2	1
DHCR24	1938	2718	1228	2795	3021	2557	1779	1845	3622	9390	5983
LCA5	123	260	273	232	194	199	160	115	305	260	155
CMTM7	76	92	83	146	142	99	124	116	133	167	141
PPP1R42	128	109	75	54	1	2	0	0	0	1	1
FGFRL1	84	172	172	155	58	65	61	57	104	103	77
CRLF2	0	0	0	0	0	0	0	0	0	0	0
CRLF3	196	335	275	328	84	60	114	68	99	78	100
CRLF1	18	19	24	18	0	5	6	3	4	6	4
PRHOXNB	2	6	1	3	0	0	0	1	0	0	0
PARK7	960	1037	772	912	484	570	568	445	889	722	724
PARK2	58	230	189	199	132	201	187	114	305	236	195
NXPE1	33	86	27	9	0	0	1	1	0	1	0
NXPE2	0	4	1	2	0	1	0	0	0	0	0
NXPE3	210	318	390	294	169	204	148	112	197	195	220
NXPE4	1	1	3	1	0	0	1	0	0	0	1
DMTF1	914	1691	1827	1569	1015	1010	1126	752	1115	1084	932
GUSB	522	795	519	579	250	224	298	212	333	276	320
KIT	112	205	285	245	107	22	40	32	37	74	85
KIN	85	115	163	177	166	210	189	155	266	210	183
EDAR	0	15	10	9	20	5	25	4	1	15	14
REXO4	328	490	328	348	146	143	120	111	190	160	155
ERVFRD-1	2	2	2	5	2	0	0	2	1	0	3
TNFRSF17	19	26	24	18	11	19	12	9	30	29	22
NAPRT1	363	478	265	207	57	142	105	104	225	155	31
SLC25A16	30	50	51	51	42	46	50	41	76	49	31
SLC25A15	294	474	460	325	82	147	128	107	228	173	160
TNFRSF18	3	8	17	14	0	1	2	0	0	0	2
TNFRSF19	56	87	97	208	219	150	174	148	156	92	203
TSGA10IP	155	323	85	62	1	2	1	3	3	7	3
CHODL	591	547	1393	1127	1297	2462	1472	960	3849	2467	1889
CSN1S1	0	1	3	6	0	0	0	0	0	0	0
TNFRSF1B	27	55	52	129	111	54	117	135	77	88	92
TNFRSF1A	186	265	394	496	653	700	630	566	1119	799	831
FBL	891	953	1029	1038	940	1258	1041	661	1537	1384	1110
POLR2J2	0	0	5	6	5	12	2	0	1	3	3
POLR2J3	4	0	0	8	2	3	2	5	4	2	9
C6orf211	169	225	334	225	205	212	306	176	425	312	271
HPRT1	749	623	1195	1075	1044	1509	1365	863	2349	1662	1377
FOSL1	4	13	15	7	1	4	58	8	6	6	3
FOSL2	18	123	168	328	251	156	650	255	345	336	274
NDUFA10	571	849	1173	976	784	1255	955	901	1669	1589	1097
MNF1	485	327	290	277	83	71	99	61	112	101	116
ISOC2	459	555	358	318	150	234	161	132	327	263	249
ISOC1	138	185	168	326	128	376	275	71	309	354	322
CHRD	12	34	15	76	38	18	40	39	40	46	48
C1orf210	2	1	8	4	1	0	1	0	0	1	2
C1orf216	280	620	250	295	136	75	120	131	172	138	146
WASL	468	770	1139	1095	924	1036	1186	747	1719	1302	1076
BCL9L	132	457	739	652	736	649	653	688	1185	830	870
CLEC3B	789	584	237	577	394	151	344	338	320	461	689
CLEC3A	0	2	3	0	0	1	0	0	0	0	0
AMBP	10	15	6	7	0	0	0	1	0	0	0
AMBN	0	2	6	1	1	0	0	0	0	0	1
VSX2	2	14	11	4	1	0	0	2	0	0	0
MAD2L1BP	232	303	273	204	99	80	98	76	148	114	94
IDH3A	416	626	920	762	510	684	906	647	1387	876	700
C10orf35	118	201	150	118	63	95	70	60	123	104	106
C10orf32	208	174	261	231	160	183	229	155	298	265	309
C12orf73	67	83	81	86	70	61	88	48	104	91	83
RHOBTB2	220	406	1071	956	943	1506	1405	1004	2457	1896	1393
RHOBTB3	330	544	1359	1170	1802	1864	2146	1465	2923	2424	1911
RHOBTB1	381	922	781	813	509	639	585	423	1153	681	628
INO80D	154	336	439	357	263	286	350	280	394	338	304
INO80E	266	436	307	285	73	58	95	70	96	95	98
INO80B	22	31	33	33	23	32	24	19	22	29	23
INO80C	457	691	426	378	86	171	142	81	186	133	140
DIS3L2	320	665	483	429	272	338	338	287	472	394	279
FAM43B	5	17	18	11	9	4	17	12	7	7	11
FAM43A	83	153	181	194	76	67	166	142	58	73	91
FAM124B	1	2	4	7	0	2	1	7	1	4	3
ERBB2IP	429	886	1113	908	582	630	643	414	745	665	527
FAM124A	25	43	21	48	4	2	7	8	7	8	12
CYP2F1	11	9	22	20	0	0	0	0	0	0	0
LOC154872	0	1	0	0	0	0	0	0	0	0	0
FNTA	296	389	319	404	327	298	359	274	429	440	347
FNTB	10	29	22	21	5	6	6	7	20	18	8
DGKB	7	6	7	8	0	2	6	1	3	0	4
DGKA	99	328	188	204	64	69	100	85	118	79	84
CCR6	66	110	90	60	4	2	5	6	2	5	6
VIM	2294	2945	3746	8098	8329	7288	9516	8256	12277	10087	10840
S100A7L2	0	0	0	0	0	0	0	3	0	0	0
OR7C2	1	0	0	0	0	0	0	0	0	0	0
OR7C1	19	38	27	25	25	37	37	29	42	22	30
CCNG1	218	272	422	494	529	475	567	481	730	626	615
CCNG2	112	156	236	275	204	184	263	172	257	219	212
AP2M1	1254	2303	2270	2296	1846	1937	1808	1538	3489	2439	2398
OR6C3	1	1	0	1	0	0	1	0	0	1	0
OR6C2	2	1	3	0	1	2	1	0	1	0	2
OR6C1	0	0	0	0	0	0	0	0	0	0	0
OR6C6	0	1	0	2	0	0	1	0	0	0	0
C6orf25	10	62	42	35	8	4	4	6	3	7	6
OR6C4	1	0	0	0	0	0	0	0	1	0	0
GCAT	148	181	159	124	63	107	90	76	160	132	109
GHSR	3	0	5	0	2	0	5	7	3	5	1
FBXO44	361	426	355	438	196	113	163	164	156	181	222
TXNDC11	180	272	341	335	254	204	214	177	312	251	306
PDE9A	18	31	20	34	19	8	46	31	29	29	39
TAF6L	83	176	172	154	105	137	102	96	169	136	136
DAO	3	1	2	2	2	0	1	0	0	0	2
TATDN1	35	42	40	54	22	33	27	23	55	32	29
TATDN3	155	166	152	165	33	111	77	57	113	69	92
DAK	527	751	620	524	270	351	334	295	506	406	407
WWTR1	118	142	214	631	649	523	703	508	710	598	730
LRP1B	18	46	6	17	7	1	5	3	2	8	8
DAP	492	975	882	927	1101	1209	839	493	1302	902	832
LRP10	290	525	657	878	943	913	880	838	1403	1011	1155
LRP11	220	260	275	312	275	200	243	176	194	351	345
LRP12	69	149	175	146	72	53	56	46	67	67	59
PRPS1L1	422	531	253	259	5	8	8	8	19	19	14
GAPDHS	1819	3589	1281	1124	27	33	26	34	44	32	25
BICD2	281	523	655	614	484	396	540	434	698	510	481
BICD1	8	37	47	40	61	82	95	48	109	91	49
BBS9	186	485	269	226	60	55	65	51	61	81	66
BBS1	248	562	460	451	261	279	314	273	408	318	283
BBS2	358	600	450	475	296	262	284	286	432	549	389
BBS5	272	407	247	187	67	83	96	76	109	98	93
BBS4	261	626	495	449	129	113	140	106	172	162	144
BBS7	129	189	234	188	86	93	109	84	150	117	110
ESM1	17	11	25	10	89	1	19	17	12	32	8
AGL	157	240	417	250	261	274	275	168	363	390	180
AGK	67	173	195	236	202	210	234	178	323	298	269
NIPA2	259	467	442	424	325	325	359	233	506	416	347
NIPA1	160	369	311	250	28	12	29	54	39	35	36
AGA	206	269	233	227	211	258	240	111	235	247	217
AGT	53	196	40	31	16	8	16	10	33	4	28
SLC50A1	117	111	204	207	211	274	291	224	339	328	300
RAB11A	1451	1824	2128	1896	1333	1649	1593	1088	2525	1802	1739
PIK3CA	94	130	247	141	118	124	125	65	184	148	81
PPP4C	740	883	695	604	239	307	290	190	398	379	387
PIK3CD	143	350	226	267	66	15	69	66	45	47	75
PIK3CG	73	237	164	103	18	3	11	6	4	10	10
ZSWIM4	14	51	71	78	43	22	30	32	59	28	27
ZSWIM5	71	180	324	331	427	638	480	300	751	648	466
ZSWIM6	172	389	463	376	138	183	165	187	219	186	197
ZSWIM7	233	232	214	183	119	99	107	96	104	114	125
ZSWIM1	94	184	172	190	166	158	166	145	252	181	161
ZSWIM2	99	268	124	120	1	1	0	0	2	1	0
ZSWIM3	78	100	125	124	113	68	97	87	162	118	96
ZSWIM8	655	1758	2146	1577	1157	1318	1325	955	1452	1472	1130
SFRP1	331	521	217	1006	891	190	648	814	707	1396	1426
PIK3C3	218	341	377	313	194	221	240	158	367	222	211
PRRG4	12	32	32	21	4	5	3	12	11	12	10
PRRG1	33	40	44	64	65	35	46	43	48	54	48
PRRG2	12	12	13	15	3	3	1	2	9	0	4
PRRG3	1	1	1	1	10	7	7	2	14	27	10
MAX	270	348	344	428	319	207	293	260	367	295	351
MAZ	1264	2526	2359	1901	1090	1204	1267	980	1635	1715	1441
ERI2	239	345	421	275	172	218	230	160	292	260	183
ERI3	639	1008	771	706	332	458	378	349	671	514	406
ERI1	277	439	332	290	69	82	112	67	123	125	92
MAG	17	12	35	14	21	12	10	10	23	25	26
MAF	353	377	632	1077	1153	934	1226	982	1418	1283	1447
MAK	179	468	222	205	9	11	12	8	10	15	10
MAL	8	12	3	17	6	5	9	4	2	14	9
CSDE1	4160	8684	7217	6465	2662	2717	2872	2300	4387	3631	3472
JAGN1	255	280	318	321	256	246	251	182	414	328	288
HMCN1	35	147	92	84	33	29	63	48	58	33	19
KIAA1217	466	854	1686	1508	1771	2721	2326	1812	3942	2378	2192
UTP23	124	176	238	190	177	235	219	143	363	311	214
UTP20	173	299	466	371	351	346	355	275	654	464	339
NPHP3	55	115	153	201	115	169	277	206	145	168	215
NPHP1	352	548	377	270	16	43	26	15	32	46	34
NPHP4	184	497	519	335	74	66	108	99	118	117	94
CTH	41	83	76	70	52	56	82	57	175	88	72
ARF3	593	2102	2043	1877	1426	1764	1684	1114	2475	1850	1659
ARF1	2458	5535	4291	3959	2165	2538	2566	2057	3864	3376	2923
ARF6	482	668	1038	821	599	627	745	490	1145	860	772
ARF5	748	875	910	960	603	768	650	513	955	887	915
ARF4	1108	1405	2152	1922	1680	1982	2533	1371	3510	2775	2212
PRADC1	218	363	190	179	39	39	34	37	42	45	43
GLP1R	3	16	5	5	0	0	3	0	1	1	0
SCN4A	46	187	75	86	87	54	47	43	16	20	20
RAB11FIP3	503	1013	1256	1396	1688	1972	2107	1863	2792	2431	2136
RAB11FIP2	208	323	627	429	423	524	512	357	643	530	417
RAB11FIP1	150	317	612	555	288	378	687	517	1377	762	697
RAB11FIP5	2801	8008	3314	3520	173	137	152	205	222	228	154
RAB11FIP4	581	1480	605	575	68	123	62	59	171	161	120
AASS	115	171	303	409	334	437	459	340	475	607	436
PEX14	143	294	294	218	132	179	185	127	294	220	224
CLIP3	99	274	273	583	655	649	682	690	945	651	688
CLIP2	115	265	200	275	127	65	125	135	103	81	120
CLIP1	314	707	579	607	315	282	327	260	338	390	379
CLIP4	282	674	375	388	118	117	129	105	153	162	147
CDC37L1	265	264	310	251	72	139	113	83	182	158	122
CD48	5	20	15	22	7	7	6	11	4	4	15
CD44	41	68	42	116	132	37	166	81	73	72	91
CD47	387	543	543	822	843	1011	722	455	1193	1024	931
CD46	554	886	1248	1499	1389	1614	1791	1197	2248	2058	1613
CD40	32	53	32	77	39	32	34	73	32	39	58
FPGT	112	139	194	182	214	211	201	119	257	201	167
FPGS	200	307	422	415	312	569	463	360	623	605	555
VMA21	226	402	408	451	297	352	328	206	497	451	338
TBL1X	249	516	884	898	843	1117	922	839	1691	1244	1084
TBL1Y	0	2	5	3	3	1	0	1	0	2	1
FAR1	539	738	836	729	488	420	578	391	455	535	394
